"Sample ID","Species","Data source","Biosample type","Tissue type","Biosample name"
"Sample_12_0349","Mouse","NCBI GEO/SRA","Cell line","Brain","F123 mouse neural precursor cell d4_ctl"
"Sample_12_0350","Mouse","NCBI GEO/SRA","Cell line","Brain","F123 mouse neural precursor cell d4_auxin"
"Sample_12_0351","Mouse","NCBI GEO/SRA","Cell line","Brain","F123 mouse neural precursor cell d4_washout"
"Sample_12_0352","Mouse","NCBI GEO/SRA","Cell line","Brain","F123 mouse neural precursor cell d6_ctl-1"
"Sample_12_0353","Mouse","NCBI GEO/SRA","Cell line","Brain","F123 mouse neural precursor cell d6_auxin-1"
"Sample_12_0354","Mouse","NCBI GEO/SRA","Cell line","Brain","F123 mouse neural precursor cell d6_washout-1"
"Sample_12_0355","Mouse","NCBI GEO/SRA","Primary cell","Brain","neural progenitor cells mIUE_G34R-WT"
"Sample_12_0356","Mouse","NCBI GEO/SRA","Primary cell","Brain","neural progenitor cells mIUE_EV-WT"
"Sample_12_0357","Mouse","NCBI GEO/SRA","Tissue","Liver","liver Rosa26-LSL-dCas9-p300_PBS"
"Sample_12_0358","Mouse","NCBI GEO/SRA","Tissue","Liver","liver Rosa26-LSL-dCas9-p300_control"
"Sample_12_0359","Mouse","NCBI GEO/SRA","Tissue","Liver","liver pdx1"
"Sample_12_0360","Mouse","NCBI GEO/SRA","Cell line","Mammary gland","NMuMG mock"
"Sample_12_0361","Mouse","NCBI GEO/SRA","Tissue","Superchiasmatic Nuclei","Superchiasmatic Nuclei WT Dark"
"Sample_12_0362","Mouse","NCBI GEO/SRA","Tissue","Superchiasmatic Nuclei","Superchiasmatic Nuclei WT Light"
"Sample_12_0363","Mouse","NCBI GEO/SRA","Cell line","Embryo","C3H10T1/2 control"
"Sample_12_0364","Mouse","NCBI GEO/SRA","Primary cell","Pancreas","PDAC cell HDAC5-OE"
"Sample_12_0365","Mouse","NCBI GEO/SRA","Primary cell","Pancreas","PDAC cell GFP-OE"
"Sample_12_0366","Mouse","NCBI GEO/SRA","Primary cell","Pancreas","HDAC5-driven PDAC escaper cells HDAC5-KD"
"Sample_12_0367","Mouse","NCBI GEO/SRA","Primary cell","Pancreas","HDAC5-driven PDAC escaper cells Scrmbl-KD"
"Sample_12_0368","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow","Lin- Sca1+ CD117+ cells WT"
"Sample_12_0369","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow","CD135+ CD150-IL-7R-Lin-CD117+ Sca-1+ LMPP WT"
"Sample_12_0370","Mouse","NCBI GEO/SRA","Primary cell","Spleen","F4/80-MHC-class II high CD11c high XCR1+ CD172a- cDC1 WT"
"Sample_12_0371","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow","CD135+ CD150-IL-7R-Lin-CD117+ Sca-1+ LMPP d+56kb"
"Sample_12_0372","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow","Lin-CD117+ Sca-1-IL-7R-CD16/32+ CD115-GMP d+56kb"
"Sample_12_0373","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow","Lin-Sca-1-CD117+ IL-7R-CD115+ MDP d+56kb"
"Sample_12_0374","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow","CD3-CD19-Ly6G-NK1.1-CD117+ CD115+ CD135-Ly6C+ CD11b low cMoP d+56kb"
"Sample_12_0375","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow","CD135+ CD150-IL-7R-Lin-CD117+ Sca-1+ LMPP IRF8KO"
"Sample_12_0376","Mouse","NCBI GEO/SRA","Primary cell","Blood","ZM-immortalized murine hematopoietic progenitor cells"
"Sample_12_0377","Mouse","NCBI GEO/SRA","Stem cell","Embryo","ES-E14"
"Sample_12_0378","Mouse","NCBI GEO/SRA","Primary cell","Embryo","NIH-3T3"
"Sample_12_0379","Mouse","NCBI GEO/SRA","Stem cell","Embryo","E14Tg2A"
"Sample_12_0380","Mouse","NCBI GEO/SRA","Primary cell","Adipose","BAT isolated brown preadipocytes Snf5f/f Cre"
"Sample_12_0381","Mouse","NCBI GEO/SRA","Primary cell","Adipose","BAT isolated brown differentiating preadipocytes Snf5f/f Cre"
"Sample_12_0382","Mouse","NCBI GEO/SRA","Primary cell","Adipose","BAT isolated brown preadipocytes Snf5f/f GFP"
"Sample_12_0383","Mouse","NCBI GEO/SRA","Primary cell","Adipose","BAT isolated brown differentiating preadipocytes Snf5f/f GFP"
"Sample_12_0384","Mouse","NCBI GEO/SRA","Primary cell","Adipose","BAT isolated brown preadipocytes Brg1AID/AID_Cebpb_Tir1"
"Sample_12_0385","Mouse","NCBI GEO/SRA","Primary cell","Adipose","BAT isolated brown preadipocytes Brg1AID/AID_Cebpb_Vec"
"Sample_12_0386","Mouse","NCBI GEO/SRA","Primary cell","Adipose","BAT isolated brown preadipocytes Brg1AID/AID_Vec_Tir1"
"Sample_12_0387","Mouse","NCBI GEO/SRA","Primary cell","Adipose","BAT isolated brown preadipocytes Brg1AID/AID_Vec_Vec"
"Sample_12_0388","Mouse","NCBI GEO/SRA","Stem cell","Endoderm differentiated","CJ9_Endoderm_WT"
"Sample_12_0389","Mouse","NCBI GEO/SRA","Stem cell","Endoderm differentiated","CJ9_Endoderm_ arid4b-delta"
"Sample_12_0390","Mouse","NCBI GEO/SRA","Stem cell","Mesoderm differentiated","CJ9_Mesoderm_WT"
"Sample_12_0391","Mouse","NCBI GEO/SRA","Stem cell","Mesoderm differentiated","CJ9_Mesoderm_arid4b-delta"
"Sample_12_0392","Mouse","NCBI GEO/SRA","Tissue","Adipose","visceral adipose_CORT_active"
"Sample_12_0393","Mouse","NCBI GEO/SRA","Tissue","Adipose","visceral adipose_VEH_active"
"Sample_12_0394","Mouse","NCBI GEO/SRA","Tissue","Adipose","visceral adipose_VEH_recovery"
"Sample_12_0395","Mouse","NCBI GEO/SRA","Stem cell","Embryo","ESCs EZH +/-"
"Sample_12_0396","Mouse","NCBI GEO/SRA","Stem cell","Embryo","ESCs EZH +/- + WT EZH2"
"Sample_12_0397","Mouse","NCBI GEO/SRA","Tissue","Testis","Testis Dmrt1 flox/flox"
"Sample_12_0398","Mouse","NCBI GEO/SRA","Tissue","Testis","Testis Dmrt1 flox/flox_ Dhh-Cre"
"Sample_12_0399","Mouse","NCBI GEO/SRA","Primary cell","Liver","LSEC"
"Sample_12_0400","Mouse","NCBI GEO/SRA","Primary cell","Heart","Cardiac fibroblasts_Veh"
"Sample_12_0401","Mouse","NCBI GEO/SRA","Primary cell","Heart","Cardiac fibroblasts_TGFb"
"Sample_12_0402","Mouse","NCBI GEO/SRA","Tissue","External genitalia","eExG E16.5"
"Sample_12_0403","Mouse","NCBI GEO/SRA","Stem cell","Skeletal muscle","Skeletal muscle stem cells control"
"Sample_12_0404","Mouse","NCBI GEO/SRA","Stem cell","Skeletal muscle","Skeletal muscle stem cells LncMyoD-KD"
"Sample_12_0405","Mouse","NCBI GEO/SRA","Tissue","Adipose","Brown adipocytes differentiated Med1f/fCreER Mock"
"Sample_12_0406","Mouse","NCBI GEO/SRA","Tissue","Adipose","Brown adipocytes differentiated Med1f/fCreER 4OHT"
"Sample_12_0407","Mouse","NCBI GEO/SRA","Tissue","Ectoderm","Epiblast E6.5 WT"
"Sample_12_0408","Mouse","NCBI GEO/SRA","Tissue","Cortex","Neuron from the frontal lobes Veh"
"Sample_12_0409","Mouse","NCBI GEO/SRA","Tissue","Cortex","Neuron from the frontal lobes amphetamine 24h"
"Sample_12_0410","Mouse","NCBI GEO/SRA","Tissue","Cortex","Neuron from the frontal lobes amphetamine 48h"
"Sample_12_0411","Mouse","NCBI GEO/SRA","Tissue","Cortex","Neuron from the frontal lobes amphetamine d7"
"Sample_12_0412","Mouse","NCBI GEO/SRA","Primary cell","Lymphocyte","PNA+ GC B cells WT"
"Sample_12_0413","Mouse","NCBI GEO/SRA","Cell line","Blood","CALM-AF10 AML cell_DMSO"
"Sample_12_0414","Mouse","NCBI GEO/SRA","Cell line","Blood","CALM-AF10 AML cell_DOX"
"Sample_12_0415","Mouse","NCBI GEO/SRA","Primary cell","Spleen","GFP+ TCRbeta+ CD62Lhi CD44lo-med CD8+ T cells WT"
"Sample_12_0416","Mouse","NCBI GEO/SRA","Primary cell","Spleen","GFP+ TCRbeta+ CD62Lhi CD44lo-med CD8+ T cells Tcf1-/-Lef1-/-"
"Sample_12_0417","Mouse","NCBI GEO/SRA","Tissue","Ovary","ovary PMSG 48h hCG 0h"
"Sample_12_0418","Mouse","NCBI GEO/SRA","Tissue","Ovary","ovary PMSG 48h hCG 1h"
"Sample_12_0419","Mouse","NCBI GEO/SRA","Tissue","Ovary","ovary PMSG 48h hCG 4h"
"Sample_12_0420","Mouse","NCBI GEO/SRA","Tissue","Embryo","embryo otic region E10.5"
"Sample_12_0421","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow","BMDM EtOH"
"Sample_12_0422","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow","BMDM EtOH LPS"
"Sample_12_0423","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow","BMDM 2OHE1 LPS"
"Sample_12_0424","Mouse","NCBI GEO/SRA","Stem cell","Embryo","ESC auxin 8h"
"Sample_12_0425","Mouse","NCBI GEO/SRA","Stem cell","Embryo","ESC DMSO 8h"
"Sample_12_0426","Mouse","NCBI GEO/SRA","Tissue","Liver","Liver 24h fast WT"
"Sample_12_0427","Mouse","NCBI GEO/SRA","Tissue","Liver","Liver 24h fast Cpt2 L-/-"
"Sample_12_0428","Mouse","NCBI GEO/SRA","Tissue","Liver","Liver 24h fast Ppara -/-"
"Sample_12_0429","Mouse","NCBI GEO/SRA","Tissue","Liver","Liver 24h fast Cpt2 L-/- _ Ppara -/-"
"Sample_12_0430","Mouse","NCBI GEO/SRA","Tissue","Brain","Frontal cortex 129X1/SvJ x Cast/EiJ"
"Sample_12_0431","Mouse","NCBI GEO/SRA","Tissue","Brain","Frontal cortex Cast/EiJ x 129X1/SvJ"
"Sample_12_0432","Mouse","NCBI GEO/SRA","Primary cell","Embryo","3T3 fibroblasts unstim"
"Sample_12_0433","Mouse","NCBI GEO/SRA","Primary cell","Embryo","3T3 fibroblasts stim TNF-alpha 2h"
"Sample_12_0434","Mouse","NCBI GEO/SRA","Cell line","Embryo","P19.6 Untreated"
"Sample_12_0435","Mouse","NCBI GEO/SRA","Cell line","Embryo","P19.6 RA-treated"
"Sample_12_0436","Mouse","NCBI GEO/SRA","Tissue","Limb","limb E11.5"
"Sample_12_0437","Mouse","NCBI GEO/SRA","Cell line","Myoblasts","C2C12 6hDelta"
"Sample_12_0438","Mouse","NCBI GEO/SRA","Primary cell","Embryonic male-gonad","FACS-purified Pou5f1-GFP-positive germ cells d13.5"
"Sample_12_0439","Mouse","NCBI GEO/SRA","Stem cell","Embryo","ESC_Control"
"Sample_12_0440","Mouse","NCBI GEO/SRA","Stem cell","Embryo","ESC_H33KD1"
"Sample_12_0441","Mouse","NCBI GEO/SRA","Tissue","Embryonic cortex","Embryonic cortex E14.5"
"Sample_12_0442","Mouse","NCBI GEO/SRA","Tissue","Hindlimb","hindlimb_E10.5"
"Sample_12_0443","Mouse","NCBI GEO/SRA","Tissue","Forelimb","forelimb_autopod_E11.5"
"Sample_12_0444","Mouse","NCBI GEO/SRA","Tissue","Hindlimb","hindlimb_autopod_E11.5"
"Sample_12_0445","Mouse","NCBI GEO/SRA","Tissue","Forelimb","forelimb autopod_E12.5"
"Sample_12_0446","Mouse","NCBI GEO/SRA","Tissue","Hindlimb","hindlimb autopod_E12.5"
"Sample_12_0447","Mouse","NCBI GEO/SRA","Tissue","Forelimb","forelimb autopod_E13.5"
"Sample_12_0448","Mouse","NCBI GEO/SRA","Tissue","Hindlimb","hindlimb autopod_E13.5"
"Sample_12_0449","Mouse","NCBI GEO/SRA","Tissue","Lung","lung adenocarcinoma cell Nkx2-1-pos 4-7m"
"Sample_12_0450","Mouse","NCBI GEO/SRA","Tissue","Lung","lung adenocarcinoma cell Nkx2-1-neg 4-7m"
"Sample_12_0451","Mouse","NCBI GEO/SRA","Primary cell","Embryo","MEFs"
"Sample_12_0452","Mouse","NCBI GEO/SRA","Stem cell","Embryo","Brg1f/f_ Actin-CreER WT"
"Sample_12_0453","Mouse","NCBI GEO/SRA","Stem cell","Embryo","Brg1f/f_ Actin-CreER brg1 Deleted"
"Sample_12_0454","Mouse","NCBI GEO/SRA","Primary cell","Peritoneal","peritoneal thioglycolate-elicited macrophages Kdo2-LipidA 1 hr C57BL6/J"
"Sample_12_0455","Mouse","NCBI GEO/SRA","Primary cell","Peritoneal","peritoneal thioglycolate-elicited macrophages Kdo2-LipidA 1 hr BALBc/J"
"Sample_12_0456","Mouse","NCBI GEO/SRA","Primary cell","Peritoneal","peritoneal thioglycolate-elicited macrophages no treatment C57BL6/J"
"Sample_12_0457","Mouse","NCBI GEO/SRA","Primary cell","Peritoneal","peritoneal thioglycolate-elicited macrophages no treatment BALBc/J"
"Sample_12_0458","Mouse","NCBI GEO/SRA","Stem cell","Embryo","ESCs tet2-/-"
"Sample_12_0459","Mouse","NCBI GEO/SRA","Stem cell","Embryo","ESCs WT differentiation d3"
"Sample_12_0460","Mouse","NCBI GEO/SRA","Stem cell","Embryo","ESCs tet2-/- differentiation d3"
"Sample_12_0461","Mouse","NCBI GEO/SRA","Primary cell","Testis","Spermatocytes 8w"
"Sample_12_0462","Mouse","NCBI GEO/SRA","Primary cell","Adipose","immortalized brown preadipocytes E18.5 WT d0"
"Sample_12_0463","Mouse","NCBI GEO/SRA","Primary cell","Adipose","immortalized brown preadipocytes E18.5 WT d2"
"Sample_12_0464","Mouse","NCBI GEO/SRA","Primary cell","Adipose","immortalized brown preadipocytes E18.5 MLL4 KO d0"
"Sample_12_0465","Mouse","NCBI GEO/SRA","Primary cell","Adipose","immortalized brown preadipocytes E18.5 MLL4 KO d2"
"Sample_12_0466","Mouse","NCBI GEO/SRA","Primary cell","Adipose","immortalized brown preadipocytes E18.5 EBPbeta GFP OE"
"Sample_12_0467","Mouse","NCBI GEO/SRA","Primary cell","Adipose","immortalized brown preadipocytes E18.5 MLL4 KO EBPbeta GFP OE"
"Sample_12_0468","Mouse","NCBI GEO/SRA","Primary cell","Adipose","immortalized brown preadipocytes E18.5 WT"
"Sample_12_0469","Mouse","NCBI GEO/SRA","Primary cell","Adipose","MyoD-induced immortalized brown preadipocytes E18.5 WT"
"Sample_12_0470","Mouse","NCBI GEO/SRA","Primary cell","Adipose","immortalized brown preadipocytes E18.5 MLL4 KO Cre"
"Sample_12_0471","Mouse","NCBI GEO/SRA","Primary cell","Adipose","MyoD-induced immortalized brown preadipocytes MLL4 KO Cre"
"Sample_12_0472","Mouse","NCBI GEO/SRA","Stem cell","Embryo","ESCs MLL3-/-_MLL4flox/flox"
"Sample_12_0473","Mouse","NCBI GEO/SRA","Stem cell","Embryo","ESCs MLL3-/-_MLL4-/-"
"Sample_12_0474","Mouse","NCBI GEO/SRA","Stem cell","Embryo","Differentiated embryoid body at d4 MLL3-/-_MLL4flox/flox"
"Sample_12_0475","Mouse","NCBI GEO/SRA","Stem cell","Embryo","Differentiated embryoid body at d4 MLL3-/-_MLL4-/-"
"Sample_12_0476","Mouse","NCBI GEO/SRA","Primary cell","Embryo","cultured trophoblast giant cells"
"Sample_12_0477","Mouse","NCBI GEO/SRA","Tissue","Forebrain","Forebrain E11.5"
"Sample_12_0478","Mouse","NCBI GEO/SRA","Tissue","Forebrain","Forebrain E14.5"
"Sample_12_0479","Mouse","NCBI GEO/SRA","Tissue","Forebrain","Forebrain E17.5"
"Sample_12_0480","Mouse","NCBI GEO/SRA","Tissue","Forebrain","Forebrain P0"
"Sample_12_0481","Mouse","NCBI GEO/SRA","Tissue","Forebrain","Forebrain P7"
"Sample_12_0482","Mouse","NCBI GEO/SRA","Tissue","Forebrain","Forebrain P21"
"Sample_12_0483","Mouse","NCBI GEO/SRA","Tissue","Forebrain","Forebrain P56"
"Sample_12_0484","Mouse","NCBI GEO/SRA","Tissue","Heart","Heart E11.5"
"Sample_12_0485","Mouse","NCBI GEO/SRA","Tissue","Heart","Heart E14.5"
"Sample_12_0486","Mouse","NCBI GEO/SRA","Tissue","Heart","Heart E17.5"
"Sample_12_0487","Mouse","NCBI GEO/SRA","Tissue","Heart","Heart P0"
"Sample_12_0488","Mouse","NCBI GEO/SRA","Tissue","Heart","Heart P7"
"Sample_12_0489","Mouse","NCBI GEO/SRA","Tissue","Heart","Heart P21"
"Sample_12_0490","Mouse","NCBI GEO/SRA","Tissue","Heart","Heart P56"
"Sample_12_0491","Mouse","NCBI GEO/SRA","Tissue","Liver","Liver E11.5"
"Sample_12_0492","Mouse","NCBI GEO/SRA","Tissue","Liver","Liver E14.5"
"Sample_12_0493","Mouse","NCBI GEO/SRA","Tissue","Liver","Liver E17.5"
"Sample_12_0494","Mouse","NCBI GEO/SRA","Tissue","Liver","Liver P0"
"Sample_12_0495","Mouse","NCBI GEO/SRA","Tissue","Liver","Liver P7"
"Sample_12_0496","Mouse","NCBI GEO/SRA","Tissue","Liver","Liver P21"
"Sample_12_0497","Mouse","NCBI GEO/SRA","Tissue","Liver","Liver P56"
"Sample_12_0498","Mouse","NCBI GEO/SRA","Tissue","Facial mesenchyme","facial mesenchyme E11.5"
"Sample_12_0499","Mouse","NCBI GEO/SRA","Primary cell","Fetal testis","preSertoli cells E13.5"
"Sample_12_0500","Mouse","NCBI GEO/SRA","Stem cell","Embryo","R1 ES shLuc"
"Sample_12_0501","Mouse","NCBI GEO/SRA","Stem cell","Embryo","shKdm5b R1 ES"
"Sample_12_0502","Mouse","NCBI GEO/SRA","In vitro activated cell","Blood","effector CD8+ T cells d3"
"Sample_12_0503","Mouse","NCBI GEO/SRA","Cell line","Blood","IDG-SW3 differentiation d3"
"Sample_12_0504","Mouse","NCBI GEO/SRA","Cell line","Blood","IDG-SW3 differentiation d35"
"Sample_12_0505","Mouse","NCBI GEO/SRA","Primary cell","Maxillary arch","Maxillary arch Cells  E11.5"
"Sample_12_0506","Mouse","NCBI GEO/SRA","Primary cell","Embryo","EpiLC_plusActivin"
"Sample_12_0507","Mouse","NCBI GEO/SRA","Primary cell","Embryo","EpiLC_minusActivin"
"Sample_12_0508","Mouse","NCBI GEO/SRA","Stem cell","Embryo","EpiSC9"
"Sample_12_0509","Mouse","NCBI GEO/SRA","Stem cell","Embryo","E14.1 Sall4flox/-"
"Sample_12_0510","Mouse","NCBI GEO/SRA","Stem cell","Embryo","E14.1 Sall4 delta/-"
"Sample_12_0511","Mouse","NCBI GEO/SRA","Tissue","Cerebellum","cerebellum WT P22"
"Sample_12_0512","Mouse","NCBI GEO/SRA","Tissue","Cerebellum","cerebellum Chd4 cKO"
"Sample_12_0513","Mouse","NCBI GEO/SRA","Tissue","Thymus","DP T cells"
"Sample_12_0514","Mouse","NCBI GEO/SRA","Tissue","Embryo","embryonic cells WT"
"Sample_12_0515","Mouse","NCBI GEO/SRA","Tissue","Embryo","embryonic cells Ezh2-/-"
"Sample_12_0516","Mouse","NCBI GEO/SRA","Tissue","Striatum","striatum WT"
"Sample_12_0517","Mouse","NCBI GEO/SRA","Tissue","Striatum","striatum R6"
"Sample_12_0518","Mouse","NCBI GEO/SRA","Primary cell","Brain","mCTX neurons DIV7"
"Sample_12_0519","Mouse","NCBI GEO/SRA","Primary cell","Brain","mCTX neurons DIV7 KCl stimulated"
"Sample_12_0520","Mouse","NCBI GEO/SRA","Primary cell","Spleen","CD4+ T cells d6"
"Sample_12_0521","Mouse","NCBI GEO/SRA","Tissue","Brain","brain P1"
"Sample_12_0522","Mouse","NCBI GEO/SRA","Tissue","Cerebellum","whole cerebellum P7"
"Sample_12_0523","Mouse","NCBI GEO/SRA","Tissue","Cerebellum","whole cerebellum P60"
"Sample_12_0524","Mouse","NCBI GEO/SRA","Stem cell","Embryo","V6.5_NonT"
"Sample_12_0525","Mouse","NCBI GEO/SRA","Tissue","Back skin","HFSCs integrin ?6,CD34 and Sca1"
"Sample_12_0526","Mouse","NCBI GEO/SRA","Tissue","Back skin","TACs GFP,integrin ?6,CD34 and Sca1"
"Sample_12_0527","Mouse","NCBI GEO/SRA","Tissue","Back skin","cultured HFSCs integrin ?6,CD34 and Sca1,iRFP"
"Sample_12_0528","Mouse","NCBI GEO/SRA","Tissue","Retina","retina WT d11"
"Sample_12_0529","Mouse","NCBI GEO/SRA","Tissue","Retina","retina Mef2d KO d11"
"Sample_12_0530","Mouse","NCBI GEO/SRA","Primary cell","Thymus","CD4+CD8+ double positive thymocytes WT"
"Sample_12_0531","Mouse","NCBI GEO/SRA","Primary cell","Thymus","CD4+ CD8+ double positive _DP_ thymocyte Rad21 -/-"
"Sample_12_0532","Mouse","NCBI GEO/SRA","Stem cell","Embryo","ESCs E3.5"
"Sample_12_0533","Mouse","NCBI GEO/SRA","Primary cell","Spleen","activated B cell WT"
"Sample_12_0534","Mouse","NCBI GEO/SRA","Stem cell","Embryo","V6.5"
"Sample_12_0535","Mouse","NCBI GEO/SRA","Cell line","Blood","MLL-AF9 UNC2400"
"Sample_12_0536","Mouse","NCBI GEO/SRA","Cell line","Blood","MLL-AF9 UNC1999"
"Sample_12_0537","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow","BMDM_C57BL6/J Untreat"
"Sample_12_0538","Mouse","NCBI GEO/SRA","Primary cell","LPM","LPM_C57BL6/J Untreat"
"Sample_12_0539","Mouse","NCBI GEO/SRA","Primary cell","SPM","SPM_C57BL6/J Untreat"
"Sample_12_0540","Mouse","NCBI GEO/SRA","Primary cell","Brain","Microglia_C57BL6/J Untreat"
"Sample_12_0541","Mouse","NCBI GEO/SRA","Primary cell","Peritoneal","peritoneal thioglycolate-elicited macrophages_C57BL6/J Untreat"
"Sample_12_0542","Mouse","NCBI GEO/SRA","Primary cell","LPM","LPM_NOD/ShiLtJ Untreat"
"Sample_12_0543","Mouse","NCBI GEO/SRA","Primary cell","LPM","LPM_SPRET/EiJ Untreat"
"Sample_12_0544","Mouse","NCBI GEO/SRA","Primary cell","Brain","Microglia_SPRET/EiJ Untreat"
"Sample_12_0545","Mouse","NCBI GEO/SRA","Primary cell","LPM","LPM_C57BL6/J Mcsf DMSO 7d"
"Sample_12_0546","Mouse","NCBI GEO/SRA","Primary cell","LPM","LPM_C57BL6/J Mcsf ATRA 7d"
"Sample_12_0547","Mouse","NCBI GEO/SRA","Primary cell","LPM","LPM_C57BL6/J Mcsf TGFB1 7d"
"Sample_12_0548","Mouse","NCBI GEO/SRA","Primary cell","LPM","LPM_C57BL6/J Mcsf VehTGFB1 7d"
"Sample_12_0549","Mouse","NCBI GEO/SRA","Tissue","Neocortex","excitatory pyramidal neurons 8-11w"
"Sample_12_0550","Mouse","NCBI GEO/SRA","Tissue","Embryonic Cortex","Embryonic Cortex E11.5"
"Sample_12_0551","Mouse","NCBI GEO/SRA","Tissue","Embryonic Cortex","Embryonic Cortex E14.5"
"Sample_12_0552","Mouse","NCBI GEO/SRA","Tissue","Embryonic Cortex","Embryonic Cortex E17.5"
"Sample_12_0553","Mouse","NCBI GEO/SRA","Tissue","Embryonic Occipital Cortex","Embryonic Occipital Cortex E17.5"
"Sample_12_0554","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow-derived macrophage","BMDM cells_LPS_0"
"Sample_12_0555","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow-derived macrophage","BMDM cells_LPS_30"
"Sample_12_0556","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow-derived macrophage","BMDM cells_LPS_60"
"Sample_12_0557","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow-derived macrophage","BMDM cells_LPS_120"
"Sample_12_0558","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow-derived macrophage","BMDM cells_LPS_240"
"Sample_12_0559","Mouse","NCBI GEO/SRA","Tissue","Adipose","Brown adipose"
"Sample_12_0560","Mouse","NCBI GEO/SRA","Tissue","Embryonic forelimb","embryonic forelimb E11.5 WT"
"Sample_12_0561","Mouse","NCBI GEO/SRA","Tissue","Embryonic hindlimb","embryonic hindlimb E11.5 WT"
"Sample_12_0562","Mouse","NCBI GEO/SRA","Tissue","Embryonic genital tubercle","embryonic genital tubercle E12.5 WT"
"Sample_12_0563","Mouse","NCBI GEO/SRA","Tissue","Embryonic eye","embryonic eye E10.5 WT"
"Sample_12_0564","Mouse","NCBI GEO/SRA","Tissue","Embryonic flank","embryonic flank E11.5 WT"
"Sample_12_0565","Mouse","NCBI GEO/SRA","Stem cell","Embryo","V6.5 PRDM14 dC2"
"Sample_12_0566","Mouse","NCBI GEO/SRA","Stem cell","Embryo","V6.5 PRDM14 dC1"
"Sample_12_0567","Mouse","NCBI GEO/SRA","Stem cell","Embryo","V6.5 PRDM14 dC5"
"Sample_12_0568","Mouse","NCBI GEO/SRA","Stem cell","Embryo","V6.5 PRDM14 dC3"
"Sample_12_0569","Mouse","NCBI GEO/SRA","Stem cell","Embryo","V6.5"
"Sample_12_0570","Mouse","NCBI GEO/SRA","Tissue","Fetal Liver","Lineage-Sca1+c-Kit+ _LSK_"
"Sample_12_0571","Mouse","NCBI GEO/SRA","Tissue","Placenta","placenta e7.5"
"Sample_12_0572","Mouse","NCBI GEO/SRA","Tissue","Placenta","placenta e9.5"
"Sample_12_0573","Mouse","NCBI GEO/SRA","Cell line","Blood","MLL-AF9/NrasG12D murine cell line DMSO 2h"
"Sample_12_0574","Mouse","NCBI GEO/SRA","Cell line","Blood","MLL-AF9/NrasG12D murine cell line C646 2h"
"Sample_12_0575","Mouse","NCBI GEO/SRA","Cell line","T lymphocyte","8946"
"Sample_12_0576","Mouse","NCBI GEO/SRA","Cell line","Thymic lymphoma","EL4 WT"
"Sample_12_0577","Mouse","NCBI GEO/SRA","Cell line","Thymic lymphoma","EL4 CTCF-motif KO"
"Sample_12_0578","Mouse","NCBI GEO/SRA","Tissue","Brain","hippocampus"
"Sample_12_0579","Mouse","NCBI GEO/SRA","Primary cell","Bone marrow-derived macrophage","BMDM WT 12-16w"
"Sample_12_0580","Mouse","NCBI GEO/SRA","Tissue","Embryonic forebrain","embryonic forebrain E12.5"
"Sample_12_0581","Mouse","NCBI GEO/SRA","Tissue","Newborn lens","newborn lens P1"
"Sample_12_0582","Mouse","NCBI GEO/SRA","Primary cell","Embryo","MEFs prior to induction"
"Sample_12_0583","Mouse","NCBI GEO/SRA","Primary cell","Embryo","MEFs reprogramming intermediate d1"
"Sample_12_0584","Mouse","NCBI GEO/SRA","Primary cell","Embryo","MEFs reprogramming intermediate d3"
"Sample_12_0585","Mouse","NCBI GEO/SRA","Primary cell","Embryo","MEFs reprogramming intermediate d5"
"Sample_12_0586","Mouse","NCBI GEO/SRA","Primary cell","Embryo","MEFs reprogramming intermediate d7"
"Sample_12_0587","Mouse","NCBI GEO/SRA","Primary cell","Embryo","MEFs reprogramming intermediate d11"
"Sample_12_0588","Mouse","NCBI GEO/SRA","Primary cell","Embryo","MEFs reprogramming intermediate d15"
"Sample_12_0589","Mouse","NCBI GEO/SRA","Primary cell","Embryo","MEFs reprogramming intermediate d18"
"Sample_12_0590","Mouse","NCBI GEO/SRA","Induced pluripotent stem cell line","iPSCs","iPS cell line"
"Sample_12_0591","Mouse","NCBI GEO/SRA","Primary cell","Embryo","MEFs WT"
"Sample_12_0592","Mouse","NCBI GEO/SRA","Primary cell","Jejunal","Jejunal epithelial cells"
"Sample_12_0593","Mouse","NCBI GEO/SRA","Primary cell","Ileal","Ileal epithelial cells"
"Sample_12_0594","Mouse","NCBI GEO/SRA","Primary cell","Embryo","ES derived mesoderm _Bry.GFP+,FLK1-_"
"Sample_12_0595","Mouse","NCBI GEO/SRA","Primary cell","Embryo","ES derived Hemangioblasts _Bry.GFP+,FLK1+_"
